date,result,slot 1,slot 2,slot 3,slot 4,slot 5,slot 6,sorted1,sorted2,sorted3,sorted4,sorted5,sorted6
1/17/2017,27-01-36-15-31-37,27,1,36,15,31,37,1,15,27,31,36,37
1/19/2017,40-04-02-31-23-30,40,4,2,31,23,30,2,4,23,30,31,40
1/21/2017,01-38-17-28-34-39,1,38,17,28,34,39,1,17,28,34,38,39
1/24/2017,08-32-31-29-06-03,8,32,31,29,6,3,3,6,8,29,31,32
1/26/2017,09-06-03-39-04-32,9,6,3,39,4,32,3,4,6,9,32,39
1/28/2017,17-35-13-08-14-25,17,35,13,8,14,25,8,13,14,17,25,35
1/31/2017,36-10-31-29-15-02,36,10,31,29,15,2,2,10,15,29,31,36
2/2/2017,15-07-27-37-30-20,15,7,27,37,30,20,7,15,20,27,30,37
2/4/2017,10-23-03-04-18-01,10,23,3,4,18,1,1,3,4,10,18,23
2/7/2017,40-07-31-12-03-18,40,7,31,12,3,18,3,7,12,18,31,40
2/9/2017,08-11-34-25-22-07,8,11,34,25,22,7,7,8,11,22,25,34
2/11/2017,08-20-18-15-10-32,8,20,18,15,10,32,8,10,15,18,20,32
2/14/2017,40-27-31-24-26-21,40,27,31,24,26,21,21,24,26,27,31,40
2/16/2017,37-29-22-30-28-41,37,29,22,30,28,41,22,28,29,30,37,41
2/18/2017,17-11-29-10-21-16,17,11,29,10,21,16,10,11,16,17,21,29
2/21/2017,23-34-25-08-21-03,23,34,25,8,21,3,3,8,21,23,25,34
2/23/2017,04-17-11-05-33-16,4,17,11,5,33,16,4,5,11,16,17,33
2/25/2017,27-19-28-35-42-03,27,19,28,35,42,3,3,19,27,28,35,42
2/28/2017,29-25-02-37-20-33,29,25,2,37,20,33,2,20,25,29,33,37
3/2/2017,08-36-06-22-10-01,8,36,6,22,10,1,1,6,8,10,22,36
3/4/2017,25-41-16-37-08-35,25,41,16,37,8,35,8,16,25,35,37,41
3/7/2017,22-03-18-34-39-31,22,3,18,34,39,31,3,18,22,31,34,39
3/9/2017,07-28-08-10-36-20,7,28,8,10,36,20,7,8,10,20,28,36
3/11/2017,03-05-18-16-09-31,3,5,18,16,9,31,3,5,9,16,18,31
3/14/2017,20-31-41-14-19-34,20,31,41,14,19,34,14,19,20,31,34,41
3/16/2017,17-29-23-28-06-21,17,29,23,28,6,21,6,17,21,23,28,29
3/18/2017,21-24-18-40-36-04,21,24,18,40,36,4,4,18,21,24,36,40
3/21/2017,03-21-12-07-38-15,3,21,12,7,38,15,3,7,12,15,21,38
3/23/2017,04-31-41-20-24-12,4,31,41,20,24,12,4,12,20,24,31,41
3/25/2017,08-04-01-14-06-41,8,4,1,14,6,41,1,4,6,8,14,41
3/28/2017,25-03-23-33-26-38,25,3,23,33,26,38,3,23,25,26,33,38
3/30/2017,13-03-23-18-34-24,13,3,23,18,34,24,3,13,18,23,24,34
4/1/2017,08-41-10-38-16-34,8,41,10,38,16,34,8,10,16,34,38,41
4/4/2017,08-33-27-31-04-19,8,33,27,31,4,19,4,8,19,27,31,33
4/6/2017,26-20-12-32-05-28,26,20,12,32,5,28,5,12,20,26,28,32
4/8/2017,16-05-15-08-04-20,16,5,15,8,4,20,4,5,8,15,16,20
4/11/2017,32-28-11-12-27-10,32,28,11,12,27,10,10,11,12,27,28,32
4/18/2017,14-38-35-07-21-32,14,38,35,7,21,32,7,14,21,32,35,38
4/20/2017,26-05-33-07-36-24,26,5,33,7,36,24,5,7,24,26,33,36
4/22/2017,41-10-04-20-28-02,41,10,4,20,28,2,2,4,10,20,28,41
4/25/2017,37-20-07-28-09-08,37,20,7,28,9,8,7,8,9,20,28,37
4/27/2017,10-35-39-23-19-32,10,35,39,23,19,32,10,19,23,32,35,39
4/29/2017,23-15-42-40-39-07,23,15,42,40,39,7,7,15,23,39,40,42
5/2/2017,33-41-27-06-05-14,33,41,27,6,5,14,5,6,14,27,33,41
5/4/2017,34-30-31-15-40-41,34,30,31,15,40,41,15,30,31,34,40,41
5/6/2017,18-42-29-13-36-38,18,42,29,13,36,38,13,18,29,36,38,42
5/9/2017,02-20-01-38-37-39,2,20,1,38,37,39,1,2,20,37,38,39
5/11/2017,15-37-21-17-36-06,15,37,21,17,36,6,6,15,17,21,36,37
5/13/2017,19-22-14-20-32-18,19,22,14,20,32,18,14,18,19,20,22,32
5/16/2017,05-39-01-31-04-16,5,39,1,31,4,16,1,4,5,16,31,39
5/18/2017,12-06-01-25-31-35,12,6,1,25,31,35,1,6,12,25,31,35
5/20/2017,38-41-08-22-04-17,38,41,8,22,4,17,4,8,17,22,38,41
5/23/2017,16-35-21-01-30-13,16,35,21,1,30,13,1,13,16,21,30,35
5/25/2017,24-20-11-12-16-02,24,20,11,12,16,2,2,11,12,16,20,24
5/27/2017,15-40-12-18-23-27,15,40,12,18,23,27,12,15,18,23,27,40
5/30/2017,05-25-04-02-15-22,5,25,4,2,15,22,2,4,5,15,22,25
6/1/2017,09-31-35-30-19-06,9,31,35,30,19,6,6,9,19,30,31,35
6/3/2017,28-22-31-40-24-20,28,22,31,40,24,20,20,22,24,28,31,40
6/6/2017,05-13-25-01-37-30,5,13,25,1,37,30,1,5,13,25,30,37
6/8/2017,03-40-27-35-42-09,3,40,27,35,42,9,3,9,27,35,40,42
6/10/2017,23-42-02-06-13-19,23,42,2,6,13,19,2,6,13,19,23,42
6/13/2017,13-36-05-06-25-08,13,36,5,6,25,8,5,6,8,13,25,36
6/15/2017,07-37-20-02-18-40,7,37,20,2,18,40,2,7,18,20,37,40
6/17/2017,33-16-29-18-32-39,33,16,29,18,32,39,16,18,29,32,33,39
6/20/2017,14-24-13-12-11-25,14,24,13,12,11,25,11,12,13,14,24,25
6/22/2017,13-16-27-12-06-21,13,16,27,12,6,21,6,12,13,16,21,27
6/24/2017,13-40-02-41-07-21,13,40,2,41,7,21,2,7,13,21,40,41
6/27/2017,10-20-34-35-30-06,10,20,34,35,30,6,6,10,20,30,34,35
6/29/2017,04-40-14-38-08-21,4,40,14,38,8,21,4,8,14,21,38,40
7/1/2017,11-32-40-31-41-21,11,32,40,31,41,21,11,21,31,32,40,41
7/4/2017,34-05-32-36-10-29,34,5,32,36,10,29,5,10,29,32,34,36
7/6/2017,05-36-01-04-27-41,5,36,1,4,27,41,1,4,5,27,36,41
7/8/2017,10-07-37-33-40-04,10,7,37,33,40,4,4,7,10,33,37,40
7/11/2017,23-31-01-08-07-18,23,31,1,8,7,18,1,7,8,18,23,31
7/13/2017,36-28-14-17-34-11,36,28,14,17,34,11,11,14,17,28,34,36
7/15/2017,19-18-12-42-01-28,19,18,12,42,1,28,1,12,18,19,28,42
7/18/2017,31-13-27-36-04-05,31,13,27,36,4,5,4,5,13,27,31,36
7/20/2017,29-02-10-09-04-24,29,2,10,9,4,24,2,4,9,10,24,29
7/22/2017,37-17-29-21-03-14,37,17,29,21,3,14,3,14,17,21,29,37
7/25/2017,25-06-33-38-28-31,25,6,33,38,28,31,6,25,28,31,33,38
7/27/2017,34-39-25-15-23-03,34,39,25,15,23,3,3,15,23,25,34,39
7/29/2017,02-42-05-13-26-10,2,42,5,13,26,10,2,5,10,13,26,42
8/1/2017,42-35-07-29-09-10,42,35,7,29,9,10,7,9,10,29,35,42
8/3/2017,30-42-20-24-10-22,30,42,20,24,10,22,10,20,22,24,30,42
8/5/2017,12-24-42-35-19-38,12,24,42,35,19,38,12,19,24,35,38,42
8/8/2017,30-07-19-01-31-25,30,7,19,1,31,25,1,7,19,25,30,31
8/10/2017,28-08-12-18-40-29,28,8,12,18,40,29,8,12,18,28,29,40
8/12/2017,17-18-04-30-33-14,17,18,4,30,33,14,4,14,17,18,30,33
8/15/2017,10-35-38-15-08-30,10,35,38,15,8,30,8,10,15,30,35,38
8/17/2017,32-13-33-37-09-11,32,13,33,37,9,11,9,11,13,32,33,37
8/19/2017,35-37-29-16-11-06,35,37,29,16,11,6,6,11,16,29,35,37
8/22/2017,17-30-02-42-23-29,17,30,2,42,23,29,2,17,23,29,30,42
8/24/2017,13-25-34-36-32-33,13,25,34,36,32,33,13,25,32,33,34,36
8/26/2017,24-37-38-41-22-36,24,37,38,41,22,36,22,24,36,37,38,41
8/29/2017,05-28-22-01-41-21,5,28,22,1,41,21,1,5,21,22,28,41
8/31/2017,27-14-17-02-25-04,27,14,17,2,25,4,2,4,14,17,25,27
9/2/2017,32-36-03-04-28-41,32,36,3,4,28,41,3,4,28,32,36,41
9/5/2017,42-39-05-29-06-12,42,39,5,29,6,12,5,6,12,29,39,42
9/7/2017,42-41-26-30-27-28,42,41,26,30,27,28,26,27,28,30,41,42
9/9/2017,10-41-21-11-29-37,10,41,21,11,29,37,10,11,21,29,37,41
9/12/2017,19-24-26-38-01-12,19,24,26,38,1,12,1,12,19,24,26,38
9/14/2017,12-20-11-16-38-31,12,20,11,16,38,31,11,12,16,20,31,38
9/16/2017,38-27-05-22-01-34,38,27,5,22,1,34,1,5,22,27,34,38
9/19/2017,24-27-25-06-35-42,24,27,25,6,35,42,6,24,25,27,35,42
9/21/2017,07-16-39-05-04-23,7,16,39,5,4,23,4,5,7,16,23,39
9/23/2017,22-19-11-21-13-31,22,19,11,21,13,31,11,13,19,21,22,31
9/26/2017,23-07-19-24-06-41,23,7,19,24,6,41,6,7,19,23,24,41
9/28/2017,20-18-30-08-02-25,20,18,30,8,2,25,2,8,18,20,25,30
9/30/2017,09-39-08-36-12-27,9,39,8,36,12,27,8,9,12,27,36,39
10/3/2017,31-28-07-12-01-17,31,28,7,12,1,17,1,7,12,17,28,31
10/5/2017,09-12-07-21-11-03,9,12,7,21,11,3,3,7,9,11,12,21
10/7/2017,40-09-21-30-23-02,40,9,21,30,23,2,2,9,21,23,30,40
10/10/2017,08-07-27-19-05-36,8,7,27,19,5,36,5,7,8,19,27,36
10/12/2017,33-39-21-16-37-06,33,39,21,16,37,6,6,16,21,33,37,39
10/14/2017,01-11-04-13-19-36,1,11,4,13,19,36,1,4,11,13,19,36
10/17/2017,24-16-20-28-09-07,24,16,20,28,9,7,7,9,16,20,24,28
10/19/2017,11-38-28-32-15-16,11,38,28,32,15,16,11,15,16,28,32,38
10/21/2017,34-19-07-31-03-26,34,19,7,31,3,26,3,7,19,26,31,34
10/24/2017,07-30-23-01-12-28,7,30,23,1,12,28,1,7,12,23,28,30
10/26/2017,13-36-16-30-37-11,13,36,16,30,37,11,11,13,16,30,36,37
10/28/2017,22-02-15-11-20-31,22,2,15,11,20,31,2,11,15,20,22,31
10/31/2017,20-42-08-14-25-15,20,42,8,14,25,15,8,14,15,20,25,42
11/2/2017,18-31-11-19-03-42,18,31,11,19,3,42,3,11,18,19,31,42
11/4/2017,10-08-19-25-42-26,10,8,19,25,42,26,8,10,19,25,26,42
11/7/2017,33-15-30-36-09-34,33,15,30,36,9,34,9,15,30,33,34,36
11/9/2017,27-17-37-07-12-06,27,17,37,7,12,6,6,7,12,17,27,37
11/11/2017,23-30-03-06-09-25,23,30,3,6,9,25,3,6,9,23,25,30
11/14/2017,28-21-04-23-27-10,28,21,4,23,27,10,4,10,21,23,27,28
11/16/2017,08-38-28-42-17-30,8,38,28,42,17,30,8,17,28,30,38,42
11/18/2017,02-15-37-20-12-38,2,15,37,20,12,38,2,12,15,20,37,38
11/21/2017,32-26-38-07-24-31,32,26,38,7,24,31,7,24,26,31,32,38
11/23/2017,34-24-40-01-16-28,34,24,40,1,16,28,1,16,24,28,34,40
11/25/2017,01-11-35-22-29-07,1,11,35,22,29,7,1,7,11,22,29,35
11/28/2017,01-16-28-39-17-07,1,16,28,39,17,7,1,7,16,17,28,39
11/30/2017,27-03-33-31-26-09,27,3,33,31,26,9,3,9,26,27,31,33
12/2/2017,27-04-33-30-39-21,27,4,33,30,39,21,4,21,27,30,33,39
12/5/2017,30-11-23-15-14-21,30,11,23,15,14,21,11,14,15,21,23,30
12/7/2017,21-24-10-37-27-09,21,24,10,37,27,9,9,10,21,24,27,37
12/9/2017,25-04-12-27-30-11,25,4,12,27,30,11,4,11,12,25,27,30
12/12/2017,40-17-20-18-24-15,40,17,20,18,24,15,15,17,18,20,24,40
12/14/2017,14-05-16-28-23-01,14,5,16,28,23,1,1,5,14,16,23,28
12/16/2017,08-03-13-22-26-19,8,3,13,22,26,19,3,8,13,19,22,26
12/19/2017,17-02-34-28-18-04,17,2,34,28,18,4,2,4,17,18,28,34
12/21/2017,03-36-26-39-27-19,3,36,26,39,27,19,3,19,26,27,36,39
12/23/2017,31-39-18-16-29-41,31,39,18,16,29,41,16,18,29,31,39,41
12/26/2017,39-34-33-14-41-02,39,34,33,14,41,2,2,14,33,34,39,41
12/28/2017,38-17-10-30-06-16,38,17,10,30,6,16,6,10,16,17,30,38
12/30/2017,41-11-05-10-38-28,41,11,5,10,38,28,5,10,11,28,38,41
1/2/2018,17-16-19-29-04-14,17,16,19,29,4,14,4,14,16,17,19,29
1/4/2018,26-16-30-19-05-11,26,16,30,19,5,11,5,11,16,19,26,30
1/6/2018,40-28-15-13-11-24,40,28,15,13,11,24,11,13,15,24,28,40
1/9/2018,07-11-27-28-42-34,7,11,27,28,42,34,7,11,27,28,34,42
1/11/2018,01-38-41-24-03-11,1,38,41,24,3,11,1,3,11,24,38,41
1/13/2018,02-25-32-12-08-31,2,25,32,12,8,31,2,8,12,25,31,32
1/16/2018,04-38-12-08-32-07,4,38,12,8,32,7,4,7,8,12,32,38
1/18/2018,01-40-35-37-17-05,1,40,35,37,17,5,1,5,17,35,37,40
1/20/2018,06-25-29-30-38-16,6,25,29,30,38,16,6,16,25,29,30,38
1/23/2018,05-11-31-42-24-33,5,11,31,42,24,33,5,11,24,31,33,42
1/25/2018,24-10-05-02-16-26,24,10,5,2,16,26,2,5,10,16,24,26
1/27/2018,07-12-06-30-04-24,7,12,6,30,4,24,4,6,7,12,24,30
1/30/2018,02-06-11-20-12-35,2,6,11,20,12,35,2,6,11,12,20,35
2/1/2018,13-30-34-06-18-14,13,30,34,6,18,14,6,13,14,18,30,34
2/3/2018,22-14-19-03-21-29,22,14,19,3,21,29,3,14,19,21,22,29
2/6/2018,29-09-01-04-36-21,29,9,1,4,36,21,1,4,9,21,29,36
2/8/2018,07-32-08-30-11-19,7,32,8,30,11,19,7,8,11,19,30,32
2/10/2018,30-23-41-06-08-18,30,23,41,6,8,18,6,8,18,23,30,41
2/13/2018,19-31-21-22-07-35,19,31,21,22,7,35,7,19,21,22,31,35
2/15/2018,24-21-01-39-22-28,24,21,1,39,22,28,1,21,22,24,28,39
2/17/2018,22-40-41-33-19-05,22,40,41,33,19,5,5,19,22,33,40,41
2/20/2018,40-02-35-21-25-34,40,2,35,21,25,34,2,21,25,34,35,40
2/22/2018,18-30-41-27-35-25,18,30,41,27,35,25,18,25,27,30,35,41
2/24/2018,12-25-09-34-17-32,12,25,9,34,17,32,9,12,17,25,32,34
2/27/2018,19-12-36-26-10-28,19,12,36,26,10,28,10,12,19,26,28,36
3/1/2018,14-42-40-07-34-25,14,42,40,7,34,25,7,14,25,34,40,42
3/3/2018,35-24-08-30-19-39,35,24,8,30,19,39,8,19,24,30,35,39
3/6/2018,05-39-37-30-04-23,5,39,37,30,4,23,4,5,23,30,37,39
3/8/2018,38-25-27-14-24-36,38,25,27,14,24,36,14,24,25,27,36,38
3/10/2018,26-41-42-03-39-38,26,41,42,3,39,38,3,26,38,39,41,42
3/13/2018,41-02-36-32-03-28,41,2,36,32,3,28,2,3,28,32,36,41
3/15/2018,27-17-02-37-42-09,27,17,2,37,42,9,2,9,17,27,37,42
3/17/2018,24-23-12-31-08-09,24,23,12,31,8,9,8,9,12,23,24,31
3/20/2018,34-11-30-26-38-05,34,11,30,26,38,5,5,11,26,30,34,38
3/22/2018,42-20-39-06-04-15,42,20,39,6,4,15,4,6,15,20,39,42
3/24/2018,17-08-04-21-32-31,17,8,4,21,32,31,4,8,17,21,31,32
3/27/2018,38-08-01-05-34-22,38,8,1,5,34,22,1,5,8,22,34,38
4/3/2018,27-38-36-29-07-19,27,38,36,29,7,19,7,19,27,29,36,38
4/5/2018,08-40-22-20-31-03,8,40,22,20,31,3,3,8,20,22,31,40
4/7/2018,36-26-30-11-18-16,36,26,30,11,18,16,11,16,18,26,30,36
4/10/2018,31-39-02-25-34-11,31,39,2,25,34,11,2,11,25,31,34,39
4/12/2018,33-09-12-32-29-27,33,9,12,32,29,27,9,12,27,29,32,33
4/14/2018,18-41-29-10-35-03,18,41,29,10,35,3,3,10,18,29,35,41
4/17/2018,06-41-42-04-30-39,6,41,42,4,30,39,4,6,30,39,41,42
4/19/2018,31-29-11-14-23-16,31,29,11,14,23,16,11,14,16,23,29,31
4/21/2018,04-11-33-14-12-39,4,11,33,14,12,39,4,11,12,14,33,39
4/24/2018,03-23-41-12-08-25,3,23,41,12,8,25,3,8,12,23,25,41
4/26/2018,32-04-13-22-23-41,32,4,13,22,23,41,4,13,22,23,32,41
4/28/2018,37-42-03-22-35-02,37,42,3,22,35,2,2,3,22,35,37,42
5/1/2018,31-14-12-17-36-28,31,14,12,17,36,28,12,14,17,28,31,36
5/3/2018,23-22-25-26-12-01,23,22,25,26,12,1,1,12,22,23,25,26
5/5/2018,15-05-39-24-01-12,15,5,39,24,1,12,1,5,12,15,24,39
